nm	nmqm	wfl	rooms	bj	bez	wohngut	wohnbest	ww0	zh0	badkach0	badextra	kueche
368.13	10.23	36	1	1957	25	0	0	0	0	0	0	0
377.16	4.71	80	3	1957	25	1	0	0	0	1	0	0
938.6	10.67	88	3	1980	25	1	0	0	0	0	0	1
710.95	8.89	80	3	1998	25	0	0	0	0	0	0	0
556.38	8.56	65	2	1982	18	1	0	0	0	0	0	0
894	11.04	81	3	1918	5	0	0	0	0	0	0	0
362.28	3.77	96	4	1924	5	0	0	0	1	0	0	0
472.49	8.44	56	2	1957	5	0	0	0	0	0	0	0
617.6	7.72	80	4	1957	5	0	0	0	0	0	0	0
359.47	6.31	57	2	1957.5	4	1	0	0	0	0	0	0
328.64	6.32	52	2	1957	3	1	0	0	0	0	0	0
423.55	7.84	54	3	1948	25	0	0	0	0	0	0	0
359.92	8.78	41	1	1957	18	0	0	0	0	0	0	0
1505.66	8.86	170	4	1918	1	0	0	0	0	1	1	0
382.96	4.35	88	3	1957.5	1	1	0	0	0	1	0	0
275.19	8.6	32	1	1957.5	1	1	0	0	0	0	0	0
245.42	8.18	30	1	1957	1	1	0	0	0	0	0	0
664.69	7.64	87	3	1973	11	0	0	0	0	0	1	0
715.82	7.78	92	3	1918	2	1	0	0	0	1	0	0
681.05	8.96	76	3	1918	2	1	0	0	0	0	0	0
387.95	5.62	69	3	1939	2	0	0	0	0	0	0	0
403.91	7.48	54	2	1960	25	1	0	0	0	0	0	0
271.05	9.68	28	1	1968	19	0	0	0	0	0	0	0
710.71	9.48	75	2	1991	19	0	0	0	0	0	0	0
521.33	7.14	73	3	1966	22	0	0	0	0	0	0	0
624.75	11.36	55	2	1966	22	0	0	0	0	0	0	0
542.12	7.23	75	3	1924	25	0	0	0	0	1	0	0
616.6	6.17	100	4	1967	25	0	0	0	0	1	0	0
594.64	9.59	62	2	1918	5	1	0	0	0	0	0	0
305.73	4.13	74	3	1918	5	1	0	1	1	0	0	0
443.88	5.1	87	3	1918	5	1	0	1	1	1	0	0
531.52	6.64	80	3	1918	5	1	0	0	1	1	0	0
242.35	4.49	54	2	1918	16	0	0	0	0	0	0	0
715.82	9.81	73	3	1999	17	0	0	0	0	0	0	0
499.23	7.34	68	3	1957	5	1	0	0	0	1	0	0
175.99	4.19	42	2	1948	17	0	0	0	0	0	0	0
876.44	6.26	140	5	1918	5	1	0	0	0	0	0	1
353.69	11.05	32	1	1918	5	0	0	0	1	0	0	0
415.6	7.56	55	2	1957	17	0	0	0	0	0	0	0
403.93	10.1	40	1	1957	5	1	0	0	0	0	0	0
539.93	5.68	95	4	1966	18	0	0	0	0	0	0	0
356.88	9.65	37	1	1966	18	0	0	0	0	1	0	0
586.97	7.07	83	3	1957	18	0	0	0	0	1	0	0
338.48	7.52	45	2	1948	18	0	0	0	0	0	0	0
833.42	13.23	63	2	1996	18	0	0	0	0	0	0	0
976.58	9.57	102	4	1918	9	0	0	0	0	1	1	0
715.82	11.93	60	2	1998.5	18	0	1	0	0	0	0	1
834.15	7.51	111	5	1980	19	0	1	0	0	0	0	0
1133.94	12.06	94	3	1993	19	0	0	0	0	0	1	0
319.46	6.66	48	2	1948	19	0	0	0	0	0	0	0
650.05	7.83	83	3	1918	19	0	0	0	0	0	0	0
547.1	8.05	68	3	1966	11	0	0	0	0	0	0	0
450.5	6.01	75	3	1957	4	1	0	0	0	0	0	0
675.24	12.74	53	2	1918	4	1	0	0	0	0	0	0
371.57	5.31	70	3	1948	9	0	0	0	0	0	0	0
616.45	11.42	54	2	1918	9	1	0	0	0	0	0	0
715.82	11.01	65	2	1918	9	1	0	0	0	0	0	0
848.23	9.98	85	3	1966	9	1	0	0	0	0	0	1
674.92	10.07	67	3	1918	9	1	0	0	0	1	0	0
603.34	10.97	55	2	1918	9	1	0	0	0	0	0	0
371.91	4.27	87	4	1924	9	0	0	0	0	0	0	0
327.75	6.69	49	2	1971	11	0	0	0	0	0	0	0
457.96	7.63	60	3	1960	11	0	0	0	0	0	0	0
736.27	9.69	76	3	1957	25	0	0	0	0	0	0	0
1237.35	10.06	123	3	1994	25	1	0	0	0	0	0	0
484.06	10.3	47	1	1968	25	1	0	0	0	0	0	0
1416.96	8.34	170	5	1966	25	1	0	0	0	0	0	0
527.12	9.25	57	3	1948	25	0	0	0	0	0	0	0
423.22	7.56	56	2	1948	25	0	0	0	0	1	0	0
268.53	3.09	87	3	1957	5	0	0	0	0	0	0	0
725.13	8.63	84	3	1973	16	0	0	0	0	1	0	0
609.03	6.09	100	3	1918	5	0	0	1	1	1	0	0
785.36	11.22	70	3	1998	15	1	0	0	0	0	1	0
621.52	6.22	100	6	1948	15	1	0	0	0	0	0	1
1632.03	14.84	110	3	1987	13	1	0	0	0	0	0	1
1041.13	8.98	116	3	1971	13	0	1	0	0	0	1	0
561.38	8.51	66	2	1980	13	0	1	0	0	0	0	0
599.75	10.17	59	2	1960	13	0	0	0	0	0	0	0
516.27	6.54	79	3	1957	13	0	0	0	0	1	0	0
591.18	7.78	76	3	1972	13	0	0	0	0	0	0	0
567.55	9.62	59	3	1987	15	1	0	0	0	0	0	1
316.56	5.02	63	2	1918	12	0	0	0	0	0	0	0
796.99	9.38	85	3	1966	12	1	0	0	0	0	0	0
290.49	5.81	50	2	1948	12	0	0	0	0	0	0	0
735.42	7.82	94	4	1972	10	0	0	0	0	0	0	0
352.44	9.79	36	1	1972	10	0	0	0	0	1	0	0
611.63	8.74	70	3	1966	10	0	0	0	0	1	0	0
429.49	7.16	60	2	1957.5	10	0	0	0	0	0	0	0
376.25	8.55	44	1	1999	24	0	0	0	0	0	0	0
510.24	12.15	42	2	1998.5	23	0	0	0	0	0	0	0
330.96	5.91	56	2	1957	9	1	0	0	0	1	0	0
493.83	9.88	50	2	1976	9	1	0	0	0	0	0	0
542.94	7.14	76	3	1960	3	1	0	0	0	0	0	0
362.93	4.03	90	2	1918	2	0	0	0	1	0	0	0
401.37	9.33	43	1	1939	8	0	0	0	0	0	0	0
603.27	10.4	58	2	1972	8	0	0	0	0	0	0	0
328.03	4.37	75	3	1918	8	0	0	0	0	0	0	0
1094.47	11.17	98	3	1960	12	0	1	0	0	0	0	0
491.63	8.06	61	3	1960	11	0	0	0	0	1	0	0
395.62	13.19	30	1	1968	12	0	1	0	0	0	0	0
301.06	10.04	30	1	1978	3	1	0	0	0	0	1	0
613.56	10.96	56	2	1960	3	1	0	0	0	0	0	0
425.38	6.54	65	3	1972	16	0	0	0	0	0	0	0
478.23	4.93	97	4	1918	9	1	0	0	0	0	0	0
639.11	9.83	65	2	1981	16	0	0	0	0	0	0	0
640.99	8.66	74	3	1998.5	14	0	0	0	0	0	0	0
1198	8.56	140	5	1918	5	0	0	0	0	0	1	0
327.84	3.77	87	5	1966	5	1	0	0	0	0	0	0
299.45	5.65	53	3	1957	16	0	0	0	0	0	0	0
565.49	7.07	80	3	1957	1	0	0	0	0	0	0	0
487.16	8.86	55	2	1918	3	1	0	0	1	1	0	0
321.56	16.08	20	1	1957.5	12	1	0	0	0	0	0	0
359.5	5.89	61	3	1966	25	0	0	0	0	0	0	0
447.23	5.73	78	3	1966	25	0	0	0	0	0	0	0
707.39	8.63	82	3	1998.5	25	1	0	0	0	0	1	1
526.98	10.13	52	2	1998.5	25	1	0	0	0	0	0	0
532.96	9.03	59	2	1967	25	0	0	0	0	1	0	1
652.9	10.36	63	3	1970	7	0	0	0	0	0	0	0
335.55	7.99	42	1	1987	25	0	0	0	0	0	0	0
444.23	5.29	84	3	1972	25	1	0	0	0	0	0	0
787.4	8.65	91	4	1978	25	1	0	0	0	0	1	0
124.47	2.39	52	2	1957	25	1	0	0	0	0	0	0
621.73	9.42	66	2	1988	21	0	0	0	0	0	0	0
843.65	10.16	83	3	2000	21	1	0	0	0	0	0	0
637.59	6.93	92	4	1985	13	0	0	0	0	0	0	0
922.52	11.53	80	3	1993	13	0	0	0	0	1	1	1
582.38	11.65	50	2	1973	13	0	0	0	0	0	0	0
572.36	8.81	65	4	1960	11	0	0	0	0	1	0	0
960.64	10.22	94	4	1997	11	0	0	0	0	0	0	0
311.05	4.04	77	3	1970	11	0	0	0	0	0	0	0
376.65	11.77	32	1	1957.5	4	1	0	0	0	1	0	0
448.16	7.6	59	3	1966	4	0	0	0	0	0	0	0
438.92	8.44	52	2	1960	4	1	0	0	0	0	0	0
567.55	10.13	56	2	1997	13	1	0	0	0	0	0	0
415.18	11.86	35	1	1996	7	0	0	0	0	0	0	0
600.26	8.96	67	3	1966	19	0	0	0	0	0	0	0
728.19	9.71	75	3	1993	7	0	0	0	0	0	0	0
823.17	9.57	86	3	1966	20	1	0	0	0	0	0	0
554.44	10.08	55	2	1918	5	1	0	0	0	0	0	0
392.68	4.97	79	3	1918	5	0	0	0	0	0	0	0
379.46	3.95	96	3	1918	5	1	0	1	1	0	0	0
615.88	8.44	73	2	1918	3	1	0	0	0	0	1	0
428.71	6.12	70	2	1918	9	0	0	0	1	0	0	0
983.99	10.14	97	4	1957	9	0	0	0	0	0	0	0
478.27	5.31	90	4	1972	19	1	0	0	0	0	0	0
553.66	8.52	65	3	1966	19	0	0	0	0	0	0	1
692.33	10.99	63	3	1957.5	18	0	0	0	0	0	0	0
526.01	6.58	80	3	1976	18	0	1	0	0	0	0	0
513.4	8.56	60	3	1918	18	0	0	0	1	1	0	0
826.45	12.15	68	3	1957	3	1	0	0	1	1	0	0
640.89	7.28	88	3	1966	3	1	0	0	0	0	0	0
399.54	7.54	53	2	1973	14	0	0	0	0	0	0	0
854.18	5.34	160	4	1918	9	1	0	0	0	0	1	0
576.51	7.79	74	3	1967	9	0	1	0	0	0	0	0
743.37	6.76	110	4	1918	9	1	0	0	0	0	1	0
400.23	5.2	77	3	1966	10	0	0	0	0	0	1	0
366.06	10.17	36	1	1999	10	0	0	0	0	0	0	0
1018.38	11.07	92	3	1983	9	1	0	0	0	0	1	1
411.23	6.85	60	2	1974	10	0	0	0	0	1	0	0
262.41	6.73	39	2	1957	11	0	0	0	0	0	0	0
428.66	5.1	84	4	1966	11	0	0	0	0	1	0	0
286.14	7.34	39	2	1948	11	0	0	0	0	0	0	0
986.97	16.45	60	2	1966	1	1	0	0	0	0	0	0
702.64	8.89	79	3	1957	2	0	0	0	0	0	0	0
413.49	9.19	45	2	1984	3	1	0	0	0	0	0	0
299.62	4.61	65	3	1957	2	1	0	0	0	0	0	0
796.18	10.21	78	3	1957	3	1	0	0	0	0	0	0
542.08	8.09	67	2	1960	3	1	0	0	0	0	1	0
371.03	4.95	75	3	1948	25	0	0	1	1	1	0	0
577.83	5.96	97	3	1966	16	1	0	0	0	0	0	0
717.4	9.83	73	3	1972	16	1	0	0	0	0	0	0
306.57	8.52	36	1	1983	16	1	0	0	0	0	0	0
393.97	6.25	63	2	1972	8	0	0	0	0	0	0	0
263.85	5.28	50	2	1918	8	0	0	0	1	1	0	0
268.39	5.16	52	2	1918	8	0	0	0	0	0	0	0
312	3.71	84	3	1918	3	0	0	0	1	0	0	0
458.74	6.95	66	3	1966	20	0	0	0	0	0	0	0
324.28	12.97	25	1	1971	4	1	0	0	0	0	0	0
506.19	9.93	51	2	1957.5	25	0	0	0	0	0	0	0
1018.22	6.97	146	5	1918	1	0	0	0	1	1	0	0
880.49	12.4	71	3	1957.5	1	0	0	0	0	0	0	0
409.04	8.18	50	2	1957	18	0	0	0	1	0	0	0
473.18	5.7	83	3	1957	18	0	0	0	0	0	0	0
439.08	6.97	63	3	1957	25	0	0	0	0	0	0	0
500.24	7.36	68	3	1971	11	0	0	0	0	0	0	0
649.34	6.91	94	4	1975	7	0	0	0	0	1	0	0
484.03	8.8	55	2	1966	3	1	0	0	0	0	0	0
335.21	5.59	60	2	1970	16	0	0	0	0	0	0	0
706.73	7.68	92	3	1971	19	0	0	0	0	0	0	0
807.86	11.88	68	3	1924	19	0	1	0	0	0	0	0
664.69	8.86	75	2	1972	19	0	1	0	0	0	0	0
666.91	4.45	150	3	1969	19	0	0	0	0	0	0	0
340.01	5.48	62	3	1948	18	1	0	1	1	1	0	0
298.42	4.2	71	2	1918	8	0	0	0	0	0	0	0
486.37	9.18	53	2	1973	8	0	0	0	0	0	0	0
204.52	3.72	55	3	1973	8	0	0	0	0	0	0	0
788.91	9.86	80	3	1918	8	0	0	0	0	1	0	0
529.13	11.26	47	2	1918	8	0	0	0	0	0	0	0
210.05	2.41	87	3	1918	2	0	0	1	1	0	0	0
299	4.15	72	3	1924	8	0	0	0	0	0	0	0
690.52	8.32	83	3	1918	2	0	0	0	0	1	0	0
340.98	13.11	26	1	1973	2	0	0	0	0	0	0	0
213.01	4.18	51	2	1924	9	0	0	1	1	0	0	0
480.63	10.23	47	2	1960	9	0	0	0	0	0	0	0
812.96	11.14	73	3	1918	2	1	0	0	0	0	1	0
449.94	12.86	35	1	1957	2	1	0	0	0	0	0	0
1457.2	11.38	128	5	1918	8	0	0	0	0	0	0	0
1000.41	9.81	102	3	1918	8	0	0	0	0	0	0	0
461.54	5.77	80	3	1918	2	1	0	0	0	0	0	0
287.14	12.48	23	1	1960	9	1	0	0	0	0	0	0
1027.79	11.29	91	3	1966	9	0	1	0	0	1	1	0
1002.8	14.12	71	2	1994	3	0	0	0	0	1	1	0
357.91	9.94	36	1	1957.5	9	0	0	0	0	0	0	0
479.63	4.4	109	4	1924	10	0	0	0	0	0	0	0
478.07	10.62	45	2	1978	9	0	0	0	0	0	0	0
432.14	7.86	55	2	1924	9	1	0	0	0	0	0	0
531.2	7.28	73	3	1972	10	0	0	0	0	0	0	0
505.87	10.12	50	1	1957	3	1	0	0	0	0	0	0
409.05	9.09	45	1	1966	19	1	0	0	0	0	0	0
565.8	8.84	64	3	1966	19	0	0	0	0	0	0	0
685.78	8.36	82	4	1972	19	1	0	0	0	0	0	0
321.1	6.55	49	2	1966	19	0	0	0	0	0	0	0
897.43	11.22	80	3	1994	25	0	0	0	0	0	0	1
787.38	10.5	75	3	1998.5	15	1	0	0	0	0	0	1
352.8	8.82	40	1	1969	16	0	0	0	0	0	0	0
355.15	12.68	28	1	1972	21	1	0	0	0	0	0	0
789.25	7.66	103	4	1989	22	0	0	0	0	0	1	0
894.6	13.35	67	2	1993	4	0	0	0	0	0	1	0
478.9	9.04	53	2	1966	4	0	0	0	0	0	1	0
444.67	6.35	70	3	1966	20	0	0	0	0	0	0	0
215.95	5.02	43	2	1924	25	0	0	0	0	0	0	0
554.76	8.95	62	2	1918	25	0	0	0	0	0	1	0
393.59	5.32	74	3	1924	25	0	0	0	1	0	0	0
646.8	12.44	52	2	1996	25	0	0	0	0	0	0	0
747.83	10.11	74	3	1957	1	1	0	0	0	0	0	0
427.86	9.72	44	1	1957	5	0	0	0	0	0	0	0
771.21	11.02	70	2	1918	2	1	0	0	0	0	0	0
376	13.43	28	1	1960	3	0	0	0	0	0	0	0
269.63	5.99	45	2	1957.5	9	1	0	0	0	0	0	0
654.46	10.23	64	2	1918	4	1	0	0	0	0	0	0
323.87	10.45	31	1	1966	4	1	0	0	0	0	0	0
493.85	7.16	69	3	1966	4	1	0	0	0	1	0	0
780.91	10.41	75	3	1918	4	1	0	0	0	0	0	0
951.02	9.32	102	4	1957	4	1	0	0	0	0	0	0
618.67	11.25	55	2	1948	4	0	0	0	0	0	0	1
658.87	9.41	70	2	1996	16	0	0	0	0	1	0	0
553.35	7.69	72	3	1957	17	0	0	0	0	1	0	0
214.14	5.95	36	2	1948	17	0	0	0	0	0	0	0
389.49	7.95	49	2	1960	16	0	0	0	0	1	0	0
386.22	10.44	37	1	1918	17	0	0	0	0	0	0	0
328.63	5.87	56	2	1948	18	0	0	0	0	0	0	0
812.97	10.99	74	2	1918	18	0	0	0	0	0	0	0
810.55	7.37	110	3	1972	3	1	0	0	0	0	1	0
498.06	7.43	67	2	1957	4	0	0	0	0	0	0	0
559.67	11.19	50	2	1989	12	0	0	0	0	0	0	1
515.77	11.72	44	2	1924	21	1	0	0	0	0	0	1
812	11.12	73	3	1974	21	1	0	0	0	0	0	0
971.47	10.79	90	3	1993	22	0	0	0	0	0	0	0
360.57	5.63	64	2	1918	21	1	0	0	1	0	0	0
269.7	4.28	63	3	1948	22	0	0	0	0	1	0	0
356.89	7.93	45	2	1966	21	1	0	0	0	0	0	0
256.67	5.83	44	2	1948	12	0	0	0	0	0	0	0
313.84	9.51	33	1	1948	12	0	0	0	0	0	0	0
485.43	7.36	66	3	1960	11	0	0	0	0	1	0	0
283.07	5.44	52	2	1966	11	0	0	0	0	0	0	0
869.85	7.98	109	4	1972	12	1	0	0	0	0	0	1
446.07	6.28	71	3	1960	11	0	0	0	0	0	0	0
130.35	3.62	36	2	1948	14	0	0	1	1	0	0	0
388.6	8.27	47	2	1972	5	0	0	0	0	1	0	0
696.09	9.04	77	3	1948	13	0	1	0	0	1	0	0
413.66	4.26	97	3	1924	5	0	0	0	0	0	0	0
444.83	10.59	42	1	1960	5	1	0	0	0	1	0	0
485.72	5.34	91	3	1918	17	0	0	0	0	1	0	0
580.28	5.28	110	3	1918	1	0	0	1	0	0	0	0
1533.9	11.8	130	5	1918	1	1	0	0	0	0	0	0
713.39	5.1	140	3	1918	1	1	0	0	0	0	0	0
570.34	9.2	62	2	1984	14	0	0	0	0	0	0	0
516.55	7.71	67	3	1966	14	0	0	0	0	0	0	0
920.34	8.37	110	4	1918	5	1	0	0	0	0	0	0
606.9	8.67	70	3	1957.5	5	1	0	0	0	1	0	0
352.12	4.51	78	3	1960	5	1	0	0	0	0	0	0
570.67	8.78	65	3	1960	13	0	1	0	0	0	0	0
787.41	12.3	64	2	1918	5	1	0	0	0	0	0	1
302.84	3.36	90	3	1918	5	1	0	0	0	1	0	0
936.01	6.88	136	5	1918	5	1	0	0	0	0	0	0
869.57	9.25	94	3	1994	14	0	0	0	0	0	0	0
200.42	3.85	52	2	1957	14	0	0	0	0	0	0	0
409.96	5.62	73	3	1957	14	0	0	0	0	0	0	0
208.56	11.59	18	1	1966	14	0	0	0	0	0	0	0
703.12	6.76	104	4	1918	14	0	0	0	0	0	0	0
971.47	11.85	82	3	1994	14	1	0	0	0	0	1	0
530.17	9.3	57	2	1983	5	1	0	0	0	0	0	0
396.23	8.25	48	3	1918	8	0	0	0	0	0	0	0
855.78	6.85	125	3	1918	8	0	0	0	0	0	1	0
151	3.43	44	2	1924	4	1	0	0	1	1	0	0
294	5.44	54	2	1973	4	1	0	0	0	1	0	0
389.23	9.05	43	2	1948	4	1	0	1	1	0	0	0
398.81	9.73	41	1	1957	2	1	0	0	0	1	0	0
515.58	7.7	67	2	1918	2	1	0	0	0	0	0	0
392.14	9.8	40	1	1960	2	1	0	0	0	0	0	0
611.66	4.37	140	4	1918	4	1	0	0	0	0	0	0
306.53	8.76	35	1	1957	4	1	0	0	0	0	0	0
327.05	12.58	26	1	1966	2	1	0	0	0	0	0	0
421.31	7.52	56	2	1918	2	1	0	0	0	0	0	0
455.22	5.55	82	4	1948	12	0	0	0	1	0	0	0
414.58	7.4	56	2	1967	24	0	0	0	0	1	0	0
373.9	6.92	54	2	1966	24	0	0	0	0	1	0	0
389.95	5.57	70	3	1966	24	0	0	0	0	1	0	0
454.32	6.78	67	3	1960	24	0	0	0	0	1	0	0
155.59	5.19	30	1	1957.5	24	0	0	0	0	1	0	0
553.4	9.22	60	2	1984	7	0	0	0	0	0	0	0
629.18	5.94	106	5	1973	7	0	0	0	0	1	1	0
398.55	5.31	75	3	1967	6	0	0	0	0	0	0	0
109.32	2.6	42	1	1939	7	0	0	0	1	0	0	0
590.19	7.87	75	2	1970	16	1	0	0	0	0	0	0
536.86	9.42	57	2	1995	16	0	0	0	0	0	0	0
543.41	7.25	75	2	1924	13	0	0	0	0	0	0	0
583.53	9.73	60	2	1999	15	1	0	0	0	0	0	0
322.13	6.32	51	2	1948	13	0	0	0	0	1	0	0
512.58	7.22	71	3	1960	21	0	0	0	0	0	0	0
688.51	8.83	78	3	1960	22	0	0	0	0	0	0	0
321.21	6.06	53	2	1972	21	1	0	0	0	0	0	0
896.82	9.96	90	2	1918	2	0	0	0	0	0	0	0
281.21	8.03	35	2	1918	2	0	0	0	0	0	0	0
758.37	7.36	103	4	1957	2	1	0	0	0	0	0	0
1252.69	13.47	93	3	1918	2	1	0	0	0	1	0	0
997.03	12.16	82	3	1918	2	0	0	0	0	0	1	0
345.54	6.52	53	2	1948	25	0	0	0	0	1	0	0
284.55	5.17	55	2	1948	19	0	0	0	0	1	0	0
361.7	7.7	47	2	1968	19	0	0	0	0	1	0	0
614.58	10.97	56	3	1960	19	1	0	0	0	1	0	0
779.73	8.96	87	4	1967	21	1	0	0	0	0	0	0
720.11	6.86	105	4	1969	22	0	0	0	0	0	0	0
591	8.44	70	3	1997	22	0	0	0	0	0	0	1
404.18	7.77	52	1	1967	21	0	0	0	0	0	0	0
492.94	8.22	60	2	1983	20	0	0	0	0	0	0	0
611.56	7.94	77	3	1974	20	1	0	0	0	0	0	0
853.32	8.89	96	3	1997	20	1	0	0	0	0	1	0
588.74	12.02	49	3	1948	20	1	0	0	0	0	0	0
529.62	8.98	59	2	1973	25	0	0	0	0	1	0	0
518.61	7.74	67	3	1957.5	3	1	0	0	0	0	0	0
379.11	8.82	43	2	1918	8	0	0	0	0	1	0	0
1109.52	8.1	137	4	1918	3	1	0	0	0	1	0	0
368.13	6.69	55	2	1918	9	1	0	0	0	1	0	0
476.79	7.45	64	2	1957.5	2	1	0	0	0	1	0	0
485.93	9	54	2	1957	3	1	0	0	0	0	0	0
279.81	7.17	39	1	1960	3	1	0	0	0	1	0	0
605.6	8.65	70	2	1957	3	1	0	0	0	0	0	0
166.48	4.06	41	2	1918	9	1	0	1	0	0	0	0
210.55	3.24	65	3	1957	9	0	0	1	0	1	0	0
670.34	8.38	80	3	1977	9	1	0	0	0	0	0	0
419.22	9.11	46	2	1979	3	1	0	0	0	0	0	0
701.46	8.25	85	3	1918	4	1	0	0	0	0	0	0
666.22	8.43	79	3	1986	12	1	0	0	0	1	0	0
383.47	10.09	38	1	1973	12	1	0	0	0	0	0	0
1135.96	10.23	111	5	1960	4	1	0	0	0	0	0	0
323.92	10.8	30	1	1960	4	1	0	0	0	1	0	0
620.44	8.74	71	3	1966	24	0	0	0	0	0	0	0
463.64	9.46	49	2	1966	10	0	0	0	0	1	0	0
807.75	11.07	73	3	1969	10	0	0	0	0	0	0	0
343.22	11.07	31	1	1972	10	0	0	0	0	0	0	0
275.52	6.12	45	2	1960	10	0	0	0	1	1	0	0
613.56	10.4	59	2	1993	23	0	0	0	0	0	0	0
594.93	9.15	65	2	1992	13	0	0	0	0	0	0	0
820.88	8.73	94	4	1989	13	0	0	0	0	0	0	0
634.09	10.23	62	2	1918	12	0	0	0	0	0	0	0
470.52	8.71	54	2	1994	11	0	0	0	0	1	0	0
359.91	6.92	52	1	1966	4	0	0	0	0	1	0	0
355.5	5.64	63	3	1918	9	1	0	0	0	1	0	0
1227.12	10.14	121	5	1924	9	1	0	0	0	0	0	0
407.23	13.14	31	1	1972	9	1	0	0	0	0	0	0
388.59	6.27	62	2	1957.5	2	1	0	0	0	1	0	0
504.13	6.15	82	3	1957	8	0	0	0	1	1	0	0
695.37	7.56	92	3	1948	2	1	0	0	0	0	0	0
575.23	8.22	70	3	1918	21	1	0	0	0	0	1	0
677.98	7.21	94	4	1974	20	0	0	0	0	0	0	0
539.86	6.66	81	3	1975	20	1	0	0	0	0	0	0
414.97	13.83	30	1	1969	20	1	0	0	0	0	0	0
336.27	3.23	104	5	1960	20	1	0	0	0	1	1	0
848.11	11.78	72	3	1918	9	0	0	0	0	0	0	0
752.08	7.67	98	4	1924	10	0	0	0	0	0	0	0
697.15	7.75	90	4	1960	9	0	1	0	0	1	0	0
422.46	7.54	56	2	1966	9	0	0	0	0	0	0	0
296.46	4.42	67	3	1966	11	0	0	0	0	0	0	0
899.95	10.59	85	3	1918	12	1	0	0	0	0	0	0
884.16	10.65	83	3	1918	12	1	0	0	1	0	1	0
463.97	6.36	73	3	1960	4	1	0	0	0	0	0	0
608.72	11.07	55	2	1996	13	1	0	0	0	0	0	1
342.57	10.08	34	1	1973	15	1	0	0	0	0	0	0
983.13	12.29	80	4	1996	14	1	0	0	0	0	0	0
347.98	6.69	52	2	1969	16	0	0	0	0	0	0	0
256.94	9.18	28	1	1957	3	1	0	0	0	0	0	0
251.43	3.59	70	3	1957	3	1	0	0	0	0	0	0
678.48	8.81	77	3	1972	13	0	0	0	0	0	0	0
604.19	9.3	65	2	1992	13	0	0	0	0	0	0	1
724	10.34	70	3	1992	13	0	0	0	0	1	0	1
228.87	5.87	39	1	1966	18	0	0	0	0	0	0	0
1175.97	9.41	125	4	1918	6	0	0	0	0	1	1	0
554.99	9.57	58	2	1957	17	0	0	0	0	0	0	0
664.69	10.39	64	2	1973	20	1	0	0	0	0	0	0
370.61	5.29	70	2	1966	6	0	0	0	0	0	0	0
561.12	7.79	72	2	1974	20	1	0	0	0	0	0	0
840	10.37	81	3	1966	20	0	0	0	0	1	0	1
725.94	8.16	89	3	1973	21	0	0	0	0	0	0	0
517.97	12.95	40	2	1993	21	1	0	0	0	0	0	1
652.93	9.07	72	3	1983	21	0	0	0	0	0	0	0
250.4	6.26	40	2	1968	25	0	0	0	0	0	0	0
794.02	10.31	77	3	1973	19	0	0	0	0	0	1	0
514.35	6.86	75	3	1970	19	1	0	0	0	0	0	0
438.69	5.55	79	3	1973	19	0	0	0	0	0	0	0
925.45	11.57	80	2	1957	19	0	0	0	1	0	0	0
299.52	4.75	63	3	1966	19	0	0	0	0	0	0	0
358.18	8.53	42	2	1957	1	1	0	0	0	0	0	0
1147.85	10.83	106	3	1986	1	1	0	0	0	0	0	0
900	7.5	120	4	1918	1	1	0	0	0	0	0	0
1575.71	13.02	121	3	1997	1	1	0	0	0	0	0	1
651.03	10.33	63	2	1997	1	1	0	0	0	0	0	1
582.89	8.1	72	2	1993	19	0	0	0	0	0	0	0
660.18	7.34	90	5	1976	20	1	0	0	0	0	1	0
562.42	8.65	65	2	1981	25	0	0	0	0	0	1	0
432.05	8.15	53	2	1966	11	0	0	0	0	0	0	0
802.93	6.53	123	5	1918	1	1	0	0	0	0	0	0
340.67	5.32	64	2	1972	19	0	0	0	0	0	0	0
538.1	11.45	47	2	1974	19	0	0	0	0	0	0	0
720.59	9.01	80	3	1987	19	0	0	0	0	0	1	1
408.75	5.84	70	2	1969	19	0	0	0	0	0	0	0
654.78	7.44	88	4	1969	19	0	0	0	0	0	0	0
380.76	10.02	38	1	1983	19	0	0	0	0	0	0	0
1030.03	6.87	150	4	1980	13	1	0	0	0	0	1	0
536.07	7.15	75	3	1993	13	0	0	0	0	0	0	0
1015.18	15.15	67	3	1967	13	0	0	0	0	0	0	0
794.31	9.57	83	4	1973	24	0	0	0	0	0	0	0
172.23	4.42	39	2	1948	11	0	0	0	1	0	0	0
163.41	4.09	40	2	1957	11	0	0	1	1	1	0	0
235.96	5.02	47	2	1960	17	0	0	0	0	1	0	0
651.93	7.85	83	3	1948	17	0	0	0	0	0	0	0
631.62	11.48	55	2	1982	5	1	0	0	0	0	0	0
654.68	9.35	70	2	1957	18	0	0	0	0	0	0	0
303.45	5.84	52	2	1966	5	1	0	0	0	1	0	0
847.8	10.34	82	3	1985	13	0	1	0	0	0	1	1
529.46	4.77	111	4	1918	5	0	0	1	1	0	0	0
897.98	11.51	78	3	1992	16	0	0	0	0	0	0	0
634.21	9.47	67	3	1966	21	0	0	0	0	0	0	0
401.89	11.16	36	1	1957.5	21	1	0	0	0	0	0	0
549.2	9.15	60	2	1971	22	0	0	0	0	0	0	0
111.97	2.6	43	1	1973	16	0	0	0	0	0	0	0
348	10.24	34	1	1966	18	0	0	0	0	0	0	0
746.5	9.82	76	3	1997	18	0	1	0	0	0	1	0
